idx,sub_1_smiles,sub_2_smiles,product_smiles
432,CCc1cccc(N)c1,O=C(O)Cc1cc(F)cc(F)c1,CCc1cccc(NC(=O)Cc2cc(F)cc(F)c2)c1
433,NCc1ccc(Cl)cc1,O=C(O)c1ccc2nccnc2c1,O=C(NCc1ccc(Cl)cc1)c1ccc2nccnc2c1
434,CSc1cccc(N)c1,Cc1ccc(C(=O)O)c2ccccc12,CSc1cccc(NC(=O)c2ccc(C)c3ccccc23)c1
435,CCc1cccc(N)c1,O=C(O)Cc1ccc2c(c1)OCO2,CCc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1
436,NCc1ccc2c(c1)OCO2,O=C(O)COc1ccccc1,O=C(COc1ccccc1)NCc1ccc2c(c1)OCO2
437,CC(=O)c1ccc(N)cc1,O=C(O)c1ccc2nccnc2c1,CC(=O)c1ccc(NC(=O)c2ccc3nccnc3c2)cc1
438,CCNc1cccc(C)c1,O=C(O)c1ccccc1Cc1ccccc1,CCN(C(=O)c1ccccc1Cc1ccccc1)c1cccc(C)c1
439,Cc1ccccc1N,O=C(O)c1ccc2c(c1)OC(F)(F)O2,Cc1ccccc1NC(=O)c1ccc2c(c1)OC(F)(F)O2
440,NCc1ccc2c(c1)OCO2,O=C(O)/C=C/c1ccccc1,O=C(/C=C/c1ccccc1)NCc1ccc2c(c1)OCO2
441,CSc1cccc(N)c1,O=C(O)COc1ccccc1,CSc1cccc(NC(=O)COc2ccccc2)c1
442,NCc1cccc2ccccc12,O=C(O)C(c1ccccc1)c1ccccc1,O=C(NCc1cccc2ccccc12)C(c1ccccc1)c1ccccc1
443,Cc1cccc(N)c1C,O=C(O)Cc1ccc2c(c1)OCO2,Cc1cccc(NC(=O)Cc2ccc3c(c2)OCO3)c1C
444,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,O=C(O)COc1ccccc1,COC(=O)c1cc(S(=O)(=O)NC(=O)COc2ccccc2)ccc1OC
445,CNOC,O=C(O)c1ccc(F)cn1,CON(C)C(=O)c1ccc(F)cn1
446,Nc1ccc(Cl)cc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)Nc3ccc(Cl)cc3)ccc2c1
447,Cc1ccc2cccc(N)c2n1,O=C(O)c1ccc(C(F)(F)F)cn1,Cc1ccc2cccc(NC(=O)c3ccc(C(F)(F)F)cn3)c2n1
448,NCc1ccc(F)cc1,Cc1ccc(C(=O)O)c2ccccc12,Cc1ccc(C(=O)NCc2ccc(F)cc2)c2ccccc12
449,NCc1ccc2c(c1)OCO2,CC(C(=O)O)c1ccc(CBr)cc1,CC(C(=O)NCc1ccc2c(c1)OCO2)c1ccc(CBr)cc1
450,CC(=O)c1ccc(N)cc1,Cc1c(C(=O)O)oc2ccccc12,CC(=O)c1ccc(NC(=O)c2oc3ccccc3c2C)cc1
451,NCc1ccc(F)cc1F,O=C(O)c1cnccn1,O=C(NCc1ccc(F)cc1F)c1cnccn1
452,Nc1ccc(F)nc1,O=C(O)Cc1cc(F)cc(F)c1,O=C(Cc1cc(F)cc(F)c1)Nc1ccc(F)nc1
453,CNc1ccc(OC)cc1,O=C(O)Cc1ccc2c(c1)OCO2,COc1ccc(N(C)C(=O)Cc2ccc3c(c2)OCO3)cc1
454,NCc1ccco1,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NCc2ccco2)cc1
455,CSc1ccc(N)cc1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1ccc(SC)cc1
456,Cc1ccc(CN)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)NCc2ccc(C)cc2)cc1
457,Cc1ccc(CN)cc1,COc1cc(C(=O)O)cc(OC)c1OC,COc1cc(C(=O)NCc2ccc(C)cc2)cc(OC)c1OC
458,Cc1ccc(CN)cc1,O=C(O)C1c2ccccc2Oc2ccccc21,Cc1ccc(CNC(=O)C2c3ccccc3Oc3ccccc32)cc1
459,Cc1ccc(CN)cc1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)NCc1ccc(C)cc1
460,NCc1ccc(Br)cc1,CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)NCc1ccc(Br)cc1
461,C#CC(C)(C)N,O=C(O)C1c2ccccc2Oc2ccccc21,C#CC(C)(C)NC(=O)C1c2ccccc2Oc2ccccc21
462,CSc1ccc(N)cc1,Cc1ccc(F)cc1C(=O)O,CSc1ccc(NC(=O)c2cc(F)ccc2C)cc1
463,C#CC(C)(C)N,Cc1ccc(F)cc1C(=O)O,C#CC(C)(C)NC(=O)c1cc(F)ccc1C
464,Cc1ccc(CN)cc1,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,Cc1ccc(CNC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1
465,Cc1ccc(CN)cc1,O=C(O)c1ccc2c(c1)OCCO2,Cc1ccc(CNC(=O)c2ccc3c(c2)OCCO3)cc1
466,NCc1ccc(Br)cc1,O=C(O)C1C[C@H]1c1ccccc1,O=C(NCc1ccc(Br)cc1)C1C[C@H]1c1ccccc1
467,Cc1ccc(CN)cc1,O=C(O)C(c1ccccc1)c1ccccc1,Cc1ccc(CNC(=O)C(c2ccccc2)c2ccccc2)cc1
468,Cc1ccc(CN)cc1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(CNC(=O)Cc2ccc3c(c2)OCO3)cc1
469,COc1ccc(N)cc1OC,O=C(O)COc1ccccc1,COc1ccc(NC(=O)COc2ccccc2)cc1OC
470,Cc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)C1CCCN1C(=O)OCc1ccccc1,Cc1ccc(Oc2ccc(NC(=O)C3CCCN3C(=O)OCc3ccccc3)cc2)cc1
471,Cc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(Oc2ccc(NC(=O)Cc3ccc4c(c3)OCO4)cc2)cc1
472,Cc1ccc(CN)cc1,O=C(O)c1ccc([N+](=O)[O-])cc1,Cc1ccc(CNC(=O)c2ccc([N+](=O)[O-])cc2)cc1
473,C#CC(C)(C)N,O=C(O)c1ccc2nccnc2c1,C#CC(C)(C)NC(=O)c1ccc2nccnc2c1
474,Cc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)c1ccc(F)cn1,Cc1ccc(Oc2ccc(NC(=O)c3ccc(F)cn3)cc2)cc1
475,NS(=O)(=O)c1cc(F)cc(F)c1,O=C(O)c1ccnc(C(F)(F)F)c1,O=C(NS(=O)(=O)c1cc(F)cc(F)c1)c1ccnc(C(F)(F)F)c1
476,Cc1ccc(Oc2ccc(N)cc2)cc1,Cc1cc(C)c(C(=O)O)c(C)c1,Cc1ccc(Oc2ccc(NC(=O)c3c(C)cc(C)cc3C)cc2)cc1
477,C#CC(C)(C)N,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,C#CC(C)(C)NC(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
478,COc1ccc(N)cc1OC,O=C(O)Cc1cc(F)cc(F)c1,COc1ccc(NC(=O)Cc2cc(F)cc(F)c2)cc1OC
479,NCc1ccc(Br)cc1,O=C(O)c1cc(Cl)cc(Cl)n1,O=C(NCc1ccc(Br)cc1)c1cc(Cl)cc(Cl)n1
480,Cc1ccc(CN)cc1,N#Cc1ccc(C(=O)O)cc1,Cc1ccc(CNC(=O)c2ccc(C#N)cc2)cc1
481,Cc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)C1CCC(F)(F)CC1,Cc1ccc(Oc2ccc(NC(=O)C3CCC(F)(F)CC3)cc2)cc1
482,CSc1ccc(N)cc1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,CSc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1
483,NS(=O)(=O)c1cc(F)cc(F)c1,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NS(=O)(=O)c2cc(F)cc(F)c2)cc1
484,COc1ccc(N)cc1OC,O=C(O)Cc1ccc(C(F)(F)F)cc1,COc1ccc(NC(=O)Cc2ccc(C(F)(F)F)cc2)cc1OC
485,Cc1ccc(CN)cc1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,Cc1ccc(CNC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1
486,Cc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)Cc1ccc(C(F)(F)F)cc1,Cc1ccc(Oc2ccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)cc2)cc1
487,C#CC(C)(C)N,O=C(O)Cc1ccc([N+](=O)[O-])cc1,C#CC(C)(C)NC(=O)Cc1ccc([N+](=O)[O-])cc1
488,NCc1ccc(Br)cc1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)NCc2ccc(Br)cc2)oc2ccccc12
489,CSc1ccc(N)cc1,O=C(O)Cc1ccc2c(c1)OCO2,CSc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)cc1
490,C#CC(C)(C)N,O=C(O)Cc1cc(F)cc(F)c1,C#CC(C)(C)NC(=O)Cc1cc(F)cc(F)c1
491,CSc1ccc(N)cc1,Cc1ccc2cc(C(=O)O)ccc2n1,CSc1ccc(NC(=O)c2ccc3nc(C)ccc3c2)cc1
492,Cc1ccc(CN)cc1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1ccc(CNC(=O)c2cc(C)nc(Cl)c2)cc1
493,COc1ccc(N)cc1OC,O=C(O)C1C[C@H]1c1ccccc1,COc1ccc(NC(=O)C2C[C@H]2c2ccccc2)cc1OC
494,Cc1ccc(CN)cc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,Cc1ccc(CNC(=O)Cc2ccc3c(c2)C(=O)c2ccccc2CO3)cc1
495,Cc1ccc(CN)cc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccc(C)cc3)ccc2c1
496,C#CC(C)(C)N,O=C(O)C(c1ccccc1)c1ccccc1,C#CC(C)(C)NC(=O)C(c1ccccc1)c1ccccc1
497,Cc1ccc(CN)cc1,Cc1cc(C)cc(C(=O)O)c1,Cc1ccc(CNC(=O)c2cc(C)cc(C)c2)cc1
498,Cc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)C1C[C@H]1c1ccccc1,Cc1ccc(Oc2ccc(NC(=O)C3C[C@H]3c3ccccc3)cc2)cc1
499,Cc1ccc(CN)cc1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,Cc1ccc(CNC(=O)C(C)c2ccc(CC(C)C)cc2)cc1
500,COc1ccc(N)cc1OC,O=C(O)c1ccc(F)cn1,COc1ccc(NC(=O)c2ccc(F)cn2)cc1OC
501,Cc1ccc(CN)cc1,O=C(O)/C=C/c1ccccc1,Cc1ccc(CNC(=O)/C=C/c2ccccc2)cc1
502,COc1ccc(N)cc1OC,O=C(O)C(c1ccccc1)c1ccccc1,COc1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1OC
503,C#CC(C)(C)N,CC(C)(C(=O)O)c1ccccc1,C#CC(C)(C)NC(=O)C(C)(C)c1ccccc1
504,Cc1ccc(CN)cc1,O=C(O)c1ccc2nccnc2c1,Cc1ccc(CNC(=O)c2ccc3nccnc3c2)cc1
505,Cc1ccc(CN)cc1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(CNC(=O)Cc2ccc3c(c2)OCO3)cc1
506,Cc1ccc(CN)cc1,Cc1cc(C)c(C(=O)O)c(C)c1,Cc1ccc(CNC(=O)c2c(C)cc(C)cc2C)cc1
507,COc1ccc(N)cc1OC,O=C(O)c1c[nH]c2ncccc12,COc1ccc(NC(=O)c2c[nH]c3ncccc23)cc1OC
508,Cc1ccc(CN)cc1,O=C(O)c1ccc(Br)s1,Cc1ccc(CNC(=O)c2ccc(Br)s2)cc1
509,Cc1ccc(CN)cc1,Cc1cccc(C)c1C(=O)O,Cc1ccc(CNC(=O)c2c(C)cccc2C)cc1
510,CSc1ccc(N)cc1,O=C(O)C(c1ccccc1)c1ccccc1,CSc1ccc(NC(=O)C(c2ccccc2)c2ccccc2)cc1
511,NCc1ccc(Br)cc1,O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,O=C(NCc1ccc(Br)cc1)C1CCN(C(=O)OCc2ccccc2)CC1
512,Cc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)c1ccc(C(F)(F)F)cn1,Cc1ccc(Oc2ccc(NC(=O)c3ccc(C(F)(F)F)cn3)cc2)cc1
513,Cc1ccc(CN)cc1,O=C(O)COc1ccccc1,Cc1ccc(CNC(=O)COc2ccccc2)cc1
514,C#CC(C)(C)N,O=C(O)Cc1ccc(C(F)(F)F)cc1,C#CC(C)(C)NC(=O)Cc1ccc(C(F)(F)F)cc1
515,Nc1nccc(Cl)n1,O=C(O)C1c2ccccc2Oc2ccccc21,O=C(Nc1nccc(Cl)n1)C1c2ccccc2Oc2ccccc21
516,COc1ccc(N)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc(OC)cc2)cc1
517,COc1ccc(CN)cc1,O=C(O)C1c2ccccc2Oc2ccccc21,COc1ccc(CNC(=O)C2c3ccccc3Oc3ccccc32)cc1
518,COc1ccc(N)cn1,COc1ncc(Br)cc1C(=O)O,COc1ccc(NC(=O)c2cc(Br)cnc2OC)cn1
519,Nc1ccc2nccnc2c1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc3nccnc3c2)cc1
520,Cc1ccccc1N,O=C(O)C1c2ccccc2Oc2ccccc21,Cc1ccccc1NC(=O)C1c2ccccc2Oc2ccccc21
521,CC(=O)c1ccc(N)cc1,Cc1ccc(F)cc1C(=O)O,CC(=O)c1ccc(NC(=O)c2cc(F)ccc2C)cc1
522,COc1ccc(N)cc1C,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cc1C
523,NCc1ccc2c(c1)OCO2,O=C(O)C1c2ccccc2Oc2ccccc21,O=C(NCc1ccc2c(c1)OCO2)C1c2ccccc2Oc2ccccc21
524,C#Cc1cccc(N)c1,COc1cc(C(=O)O)cc(OC)c1OC,C#Cc1cccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)c1
525,COc1ccc(N)cc1C,O=C(O)c1cc2ccccc2o1,COc1ccc(NC(=O)c2cc3ccccc3o2)cc1C
526,Nc1ccc(Cl)cn1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1ccc(Cl)cn1
527,CC(C)Nc1ccccc1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)N(c1ccccc1)C(C)C
528,NCc1ccccc1C(F)(F)F,Cc1ccc(F)cc1C(=O)O,Cc1ccc(F)cc1C(=O)NCc1ccccc1C(F)(F)F
529,Cc1ccc2cccc(N)c2n1,Cc1ccc(F)cc1C(=O)O,Cc1ccc2cccc(NC(=O)c3cc(F)ccc3C)c2n1
530,CSc1cccc(N)c1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1cccc(SC)c1
531,NCc1cccc2ccccc12,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)NCc1cccc2ccccc12
532,C[C@@H](N)c1ccccc1,O=C(O)c1cc2ccccc2o1,C[C@@H](NC(=O)c1cc2ccccc2o1)c1ccccc1
533,Cc1ccc2cccc(N)c2n1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2cccc3ccc(C)nc23)cc1
534,C[C@@H](N)c1ccccc1,O=C(O)C1c2ccccc2Oc2ccccc21,C[C@@H](NC(=O)C1c2ccccc2Oc2ccccc21)c1ccccc1
535,C[C@H](N)c1cccc2ccccc12,O=C(O)c1cc2ccccc2o1,CC(NC(=O)c1cc2ccccc2o1)c1cccc2ccccc12
536,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,COc1cc(C(=O)O)cc(OC)c1OC,COc1cc(C(=O)Nc2cc(-n3cnc(C)c3)cc(C(F)(F)F)c2)cc(OC)c1OC
537,NCc1ccccc1,O=C(O)C1c2ccccc2Oc2ccccc21,O=C(NCc1ccccc1)C1c2ccccc2Oc2ccccc21
538,COc1ccc(N)cn1,O=C(O)c1cc2ccccc2o1,COc1ccc(NC(=O)c2cc3ccccc3o2)cn1
539,CNOC,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)N(C)OC)cc1
540,Cc1ccc(N)c(C)c1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1ccc(C)cc1C
541,COc1ccc(CN)cc1,COc1cc(C(=O)O)cc(OC)c1OC,COc1ccc(CNC(=O)c2cc(OC)c(OC)c(OC)c2)cc1
542,Cc1ccc(N)c(C)c1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc(C)cc2C)cc1
543,COc1ccc(N)cc1C,COc1ncc(Br)cc1C(=O)O,COc1ccc(NC(=O)c2cc(Br)cnc2OC)cc1C
544,CNOC,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)N(C)OC
545,COc1ccc(S(N)(=O)=O)cc1,Cc1ccc(F)cc1C(=O)O,COc1ccc(S(=O)(=O)NC(=O)c2cc(F)ccc2C)cc1
546,NCc1ccc(F)cc1F,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)NCc1ccc(F)cc1F
547,Cc1ccc(N)cc1,Cc1ccc(F)cc1C(=O)O,Cc1ccc(NC(=O)c2cc(F)ccc2C)cc1
548,CNc1ccc(OC)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)N(C)c2ccc(OC)cc2)cc1
549,NC1CCCCC1,Cc1ccc(F)cc1C(=O)O,Cc1ccc(F)cc1C(=O)NC1CCCCC1
550,Cc1ccccc1N,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1ccccc1C
551,C[C@H](N)c1cccc2ccccc12,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)NC(C)c1cccc2ccccc12
552,CNOC,O=C(O)c1cc2ccccc2o1,CON(C)C(=O)c1cc2ccccc2o1
553,CSc1cccc(N)c1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2cccc(SC)c2)cc1
554,CC(=O)c1ccc(N)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc(C(C)=O)cc2)cc1
555,NCc1ccc(Cl)cc1,O=C(O)C1c2ccccc2Oc2ccccc21,O=C(NCc1ccc(Cl)cc1)C1c2ccccc2Oc2ccccc21
556,CNc1ccc(OC)cc1,COc1ncc(Br)cc1C(=O)O,COc1ccc(N(C)C(=O)c2cc(Br)cnc2OC)cc1
557,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1cc(-n2cnc(C)c2)cc(C(F)(F)F)c1
558,CNc1ccc(F)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)N(C)c2ccc(F)cc2)cc1
559,Cc1ccc(N)cc1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1ccc(C)cc1
560,Nc1ccc(Cl)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc(Cl)cc2)cc1
561,NC1CCCCC1,O=C(O)C1c2ccccc2Oc2ccccc21,O=C(NC1CCCCC1)C1c2ccccc2Oc2ccccc21
562,Cn1c(N)nc2ccccc21,O=C(O)C1c2ccccc2Oc2ccccc21,Cn1c(NC(=O)C2c3ccccc3Oc3ccccc32)nc2ccccc21
563,COc1ccc(N)cn1,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2ccc(OC)nc2)cc1
564,COc1ccc(N)cn1,CC(C)(C)OC(=O)N1CC2(CC2)CC1C(=O)O,COc1ccc(NC(=O)C2CC3(CC3)CN2C(=O)OC(C)(C)C)cn1
565,CC(=O)c1ccc(N)cc1,O=C(O)c1cc2ccccc2o1,CC(=O)c1ccc(NC(=O)c2cc3ccccc3o2)cc1
566,NCc1ccc(F)cc1F,O=C(O)c1cc2ccccc2o1,O=C(NCc1ccc(F)cc1F)c1cc2ccccc2o1
567,COc1ccc(CN)cc1,COc1ccc(CC(=O)O)cc1,COc1ccc(CNC(=O)Cc2ccc(OC)cc2)cc1
568,CCOC(=O)c1cccc(N)c1,O=C(O)c1cc2ccccc2o1,CCOC(=O)c1cccc(NC(=O)c2cc3ccccc3o2)c1
569,Nc1ccncc1[N+](=O)[O-],O=C(O)C1c2ccccc2Oc2ccccc21,O=C(Nc1ccncc1[N+](=O)[O-])C1c2ccccc2Oc2ccccc21
570,COC(=O)c1ccc(N)cc1,COc1cc(C(=O)O)cc(OC)c1OC,COC(=O)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1
571,C#CC(C)(C)N,CCCCOc1ccc(C(=O)O)cc1,C#CC(C)(C)NC(=O)c1ccc(OCCCC)cc1
572,Cc1cccc(N)c1C,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2cccc(C)c2C)cc1
573,Nc1ccc(Cl)cc1,O=C(O)c1cc2ccccc2o1,O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2o1
574,Cc1ccc2cccc(N)c2n1,COc1cc(C(=O)O)cc(OC)c1OC,COc1cc(C(=O)Nc2cccc3ccc(C)nc23)cc(OC)c1OC
575,Cc1ccc2cccc(N)c2n1,COc1ncc(Br)cc1C(=O)O,COc1ncc(Br)cc1C(=O)Nc1cccc2ccc(C)nc12
576,COc1ccc(N)cn1,Cc1ccc(F)cc1C(=O)O,COc1ccc(NC(=O)c2cc(F)ccc2C)cn1
577,Cc1cccc(N)c1C,COc1cc(C(=O)O)cc(OC)c1OC,COc1cc(C(=O)Nc2cccc(C)c2C)cc(OC)c1OC
578,Cc1ccc([N+](=O)[O-])cc1N,COc1ccc(CC(=O)O)cc1,COc1ccc(CC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1
579,Cc1ccc(N)c(C)c1,COc1cc(C(=O)O)cc(OC)c1OC,COc1cc(C(=O)Nc2ccc(C)cc2C)cc(OC)c1OC
580,NCc1cccc2ccccc12,Cc1ccc(F)cc1C(=O)O,Cc1ccc(F)cc1C(=O)NCc1cccc2ccccc12
581,Cc1ccc([N+](=O)[O-])cc1N,O=C(O)c1cc2ccccc2o1,Cc1ccc([N+](=O)[O-])cc1NC(=O)c1cc2ccccc2o1
582,Cn1c(N)nc2ccccc21,O=C(O)c1cc2ccccc2o1,Cn1c(NC(=O)c2cc3ccccc3o2)nc2ccccc21
