idx,sub_1_smiles,sub_2_smiles,product_smiles
245,Cc1ccc([N+](=O)[O-])cc1N,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)Nc2cc([N+](=O)[O-])ccc2C)cc(Cl)n1
246,NCc1ccc2c(c1)OCO2,O=C(O)c1ncccn1,O=C(NCc1ccc2c(c1)OCO2)c1ncccn1
247,Nc1ccc(Cl)cc1,O=C(O)COc1ccccc1,O=C(COc1ccccc1)Nc1ccc(Cl)cc1
248,Nc1ccc2nccnc2c1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)Nc2ccc3nccnc3c2)cc(Cl)n1
249,Cc1ccccc1N,O=C(O)c1ccco1,Cc1ccccc1NC(=O)c1ccco1
250,CCCNC,Cc1c(C(=O)O)oc2ccccc12,CCCN(C)C(=O)c1oc2ccccc2c1C
251,COc1ccc(N)cn1,O=C(O)c1cnccn1,COc1ccc(NC(=O)c2cnccn2)cn1
252,Cc1ccc(N)c(C)c1,O=C(O)c1ccc2c(c1)OC(F)(F)O2,Cc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)c(C)c1
253,COc1ccc(CN)cc1,Cc1cc(C)cc(C(=O)O)c1,COc1ccc(CNC(=O)c2cc(C)cc(C)c2)cc1
254,COc1ccc(N)cc1,Cc1ccc(C(=O)O)cc1F,COc1ccc(NC(=O)c2ccc(C)c(F)c2)cc1
255,NCc1ccc(F)cc1F,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccc(F)cc3F)ccc2c1
256,NCc1ccc2c(c1)OCO2,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)NCc1ccc2c(c1)OCO2)c1ccc(-c2ccccc2)c(F)c1
257,CNOC,O=C(O)c1ccc(Br)s1,CON(C)C(=O)c1ccc(Br)s1
258,C#Cc1cccc(N)c1,O=C(O)c1ccc2nccnc2c1,C#Cc1cccc(NC(=O)c2ccc3nccnc3c2)c1
259,Nc1ccc2c(c1)OCCO2,O=C(O)COc1ccccc1,O=C(COc1ccccc1)Nc1ccc2c(c1)OCCO2
260,CC1COCCN1,Cc1c(C(=O)O)oc2ccccc12,Cc1c(C(=O)N2CCOCC2C)oc2ccccc12
261,Cc1ccc(N)cc1,O=C(O)c1ncccn1,Cc1ccc(NC(=O)c2ncccn2)cc1
262,Cc1ccc2cccc(N)c2n1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)Nc3cccc4ccc(C)nc34)ccc2c1
263,Cc1ccc(N)c(C)c1,O=C(O)COc1ccccc1,Cc1ccc(NC(=O)COc2ccccc2)c(C)c1
264,Cc1ccc2cccc(N)c2n1,O=C(O)C1C[C@H]1c1ccccc1,Cc1ccc2cccc(NC(=O)C3C[C@H]3c3ccccc3)c2n1
265,C[C@@H](N)c1ccccc1,O=C(O)Cc1cc(F)cc(F)c1,C[C@@H](NC(=O)Cc1cc(F)cc(F)c1)c1ccccc1
266,COc1ccc(N)cc1,O=C(O)c1ccnc(C(F)(F)F)c1,COc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1
267,CC1COCCN1,O=C(O)C(c1ccccc1)c1ccccc1,CC1COCCN1C(=O)C(c1ccccc1)c1ccccc1
268,CC(=O)c1ccc(N)cc1,O=C(O)c1ccco1,CC(=O)c1ccc(NC(=O)c2ccco2)cc1
269,NCc1ccc(Cl)cc1,O=C(O)c1ccco1,O=C(NCc1ccc(Cl)cc1)c1ccco1
270,COc1ccc(N)cn1,O=C(O)C1Cc2ccccc2C1,COc1ccc(NC(=O)C2Cc3ccccc3C2)cn1
271,CCNc1cccc(C)c1,Cc1c(C(=O)O)oc2ccccc12,CCN(C(=O)c1oc2ccccc2c1C)c1cccc(C)c1
272,Cc1cccc(N)c1C,CC(NC(=O)OCc1ccccc1)C(=O)O,Cc1cccc(NC(=O)C(C)NC(=O)OCc2ccccc2)c1C
273,CNc1ccc(F)cc1,O=C(O)c1cc(Cl)cc(Cl)n1,CN(C(=O)c1cc(Cl)cc(Cl)n1)c1ccc(F)cc1
274,Cc1cccc(N)c1C,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)Nc2cccc(C)c2C)cc(Cl)n1
275,Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)Nc2cc([N+](=O)[O-])ccc2C)cc1
276,NCc1ccc(Cl)cc1,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NCc2ccc(Cl)cc2)cc1
277,CNOC,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CON(C)C(=O)C(C)c1ccc(CC2CCCC2=O)cc1
278,Cc1ccc(Cl)c(N)c1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,Cc1ccc(Cl)c(NC(=O)Cc2ccc([N+](=O)[O-])cc2)c1
279,C[C@H](N)c1cccc2ccccc12,O=C(O)c1ccc2c(c1)OCCO2,CC(NC(=O)c1ccc2c(c1)OCCO2)c1cccc2ccccc12
280,Nc1ccc(Cl)cc1,Cn1cc(C(=O)O)c(C(F)F)n1,Cn1cc(C(=O)Nc2ccc(Cl)cc2)c(C(F)F)n1
281,Cc1ccc(N)c(C)c1,Cc1ccc(C(=O)O)c2ccccc12,Cc1ccc(NC(=O)c2ccc(C)c3ccccc23)c(C)c1
282,CNOC,O=C(O)C1Cc2ccccc2C1,CON(C)C(=O)C1Cc2ccccc2C1
283,Nc1ccc2nccnc2c1,O=C(O)c1cc2ccccc2s1,O=C(Nc1ccc2nccnc2c1)c1cc2ccccc2s1
284,NCc1ccc2c(c1)OCO2,O=C(O)C1CCN(C(=O)OCc2ccccc2)CC1,O=C(NCc1ccc2c(c1)OCO2)C1CCN(C(=O)OCc2ccccc2)CC1
285,CCCNC,O=C(O)Cc1ccc2c(c1)OCO2,CCCN(C)C(=O)Cc1ccc2c(c1)OCO2
286,NCc1ccccc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CC(C(=O)NCc1ccccc1)c1ccc(-c2ccccc2)c(F)c1
287,NCc1ccc(Cl)cc1,O=C(O)Cc1cc(F)cc(F)c1,O=C(Cc1cc(F)cc(F)c1)NCc1ccc(Cl)cc1
288,NCc1cccc2ccccc12,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)NCc3cccc4ccccc34)ccc2n1
289,NCc1cccc2ccccc12,O=C(O)COc1ccccc1,O=C(COc1ccccc1)NCc1cccc2ccccc12
290,CNOC,Cc1c(C(=O)O)oc2ccccc12,CON(C)C(=O)c1oc2ccccc2c1C
291,Cc1ccc2cccc(N)c2n1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc2cccc(NC(=O)Cc3ccc4c(c3)OCO4)c2n1
292,Cc1ccc2cccc(N)c2n1,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)Nc3cccc4ccc(C)nc34)ccc2n1
293,NCc1cccc2ccccc12,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1cccc2ccccc12
294,CCCCN1CCNCC1,COc1ccc(C(=O)O)cc1,CCCCN1CCN(C(=O)c2ccc(OC)cc2)CC1
295,NCc1ccco1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccco1
296,COc1ccc(CN)cc1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,COc1ccc(CNC(=O)C(C)c2ccc(CC(C)C)cc2)cc1
297,Nc1ccc2scnc2c1,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc2scnc2c1
298,CC(=O)c1ccc(N)cc1,O=C(O)COc1ccccc1,CC(=O)c1ccc(NC(=O)COc2ccccc2)cc1
299,Nc1ccc(F)nc1,O=C(O)COc1ccccc1,O=C(COc1ccccc1)Nc1ccc(F)nc1
300,NC1CCc2ccccc21,O=C(O)c1ccccc1Cc1ccccc1,O=C(NC1CCc2ccccc21)c1ccccc1Cc1ccccc1
301,Nc1ccc2scnc2c1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccc2scnc2c1
302,COc1ccc(N)cn1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,COc1ccc(NC(=O)C(C)c2ccc(CC(C)C)cc2)cn1
303,CSc1cccc(N)c1,Cc1ccc(C(=O)O)cc1F,CSc1cccc(NC(=O)c2ccc(C)c(F)c2)c1
304,NCc1ccc(F)cc1,Cc1cc(C)cc(C(=O)O)c1,Cc1cc(C)cc(C(=O)NCc2ccc(F)cc2)c1
305,COc1ccc(N)cc1C,Cc1c(C(=O)O)oc2ccccc12,COc1ccc(NC(=O)c2oc3ccccc3c2C)cc1C
306,CC(=O)c1ccc(N)cc1,O=C(O)c1ccc([N+](=O)[O-])s1,CC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])s2)cc1
307,C#Cc1cccc(N)c1,Cc1ccc(CC(=O)O)cc1,C#Cc1cccc(NC(=O)Cc2ccc(C)cc2)c1
308,COC(=O)c1ccc(N)cc1,Cc1ccc(C(=O)O)cc1,COC(=O)c1ccc(NC(=O)c2ccc(C)cc2)cc1
309,COc1ccc(N)cc1C,O=C(O)c1ccc2c(c1)OC(F)(F)O2,COc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C
310,C#Cc1cccc(N)c1,O=C(O)COc1ccccc1,C#Cc1cccc(NC(=O)COc2ccccc2)c1
311,CNOC,N#Cc1ccc(C(=O)O)cc1,CON(C)C(=O)c1ccc(C#N)cc1
312,CNOC,O=C(O)c1ccnc(C(F)(F)F)c1,CON(C)C(=O)c1ccnc(C(F)(F)F)c1
313,CNOC,Cc1cc(C)cc(C(=O)O)c1,CON(C)C(=O)c1cc(C)cc(C)c1
314,Cc1cccc(N)c1C,O=C(O)c1ccc2nccnc2c1,Cc1cccc(NC(=O)c2ccc3nccnc3c2)c1C
315,NCC1CC1,O=C(O)Cc1ccc(C(F)(F)F)cc1,O=C(Cc1ccc(C(F)(F)F)cc1)NCC1CC1
316,COc1ccc(N)cc1C,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,COc1ccc(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1C
317,Cc1ccc([N+](=O)[O-])cc1N,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc([N+](=O)[O-])cc1NC(=O)Cc1ccc2c(c1)OCO2
318,Cc1ccc(N)nc1,O=C(O)c1ccc2c(c1)OCCO2,Cc1ccc(NC(=O)c2ccc3c(c2)OCCO3)nc1
319,COc1ccc(N)cn1,O=C(O)c1cccc(-c2ccccc2)c1,COc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cn1
320,NCc1ccccc1,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)NCc1ccccc1
321,COC(=O)c1cc(F)ccc1N,O=C(O)C1CN(C(=O)OCc2ccccc2)C1,COC(=O)c1cc(F)ccc1NC(=O)C1CN(C(=O)OCc2ccccc2)C1
322,CC1CCCNC1,O=C(O)c1cc(Cl)cc(Cl)n1,CC1CCCN(C(=O)c2cc(Cl)cc(Cl)n2)C1
323,Cc1cccc(N)c1C,O=C(O)COc1ccccc1,Cc1cccc(NC(=O)COc2ccccc2)c1C
324,CCNC(C)C,Cc1cc(C(=O)O)cc(Cl)n1,CCN(C(=O)c1cc(C)nc(Cl)c1)C(C)C
325,Cc1ccccc1N,Cc1ccc(C(=O)O)c2ccccc12,Cc1ccccc1NC(=O)c1ccc(C)c2ccccc12
326,Nc1ccc2c(c1)OCCO2,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc2c(c1)OCCO2
327,NCc1ccccc1C(F)(F)F,O=C(O)c1ccc(Br)s1,O=C(NCc1ccccc1C(F)(F)F)c1ccc(Br)s1
328,NCc1ccccc1,COc1ccc2cc(C(C)C(=O)O)ccc2c1,COc1ccc2cc(C(C)C(=O)NCc3ccccc3)ccc2c1
329,CNOC,CC(C)(C(=O)O)c1ccccc1,CON(C)C(=O)C(C)(C)c1ccccc1
330,CC(=O)c1ccc(N)cc1,O=C(O)C1(c2ccccc2)CC1,CC(=O)c1ccc(NC(=O)C2(c3ccccc3)CC2)cc1
331,Cc1ccc(N)c(C)c1,Cc1ccc(C(=O)O)cc1F,Cc1ccc(NC(=O)c2ccc(C)c(F)c2)c(C)c1
332,NCc1ccc2c(c1)OCO2,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)NCc2ccc3c(c2)OCO3)cc1
333,Cc1ccc(N)c(C)c1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc(NC(=O)Cc2ccc3c(c2)OCO3)c(C)c1
334,NCc1cccc2ccccc12,O=C(O)c1ccc2nccnc2c1,O=C(NCc1cccc2ccccc12)c1ccc2nccnc2c1
335,CNOC,O=C(O)c1ccc2c(c1)OC(F)(F)O2,CON(C)C(=O)c1ccc2c(c1)OC(F)(F)O2
336,COc1ccc(N)cc1C,O=C(O)c1ccc([N+](=O)[O-])s1,COc1ccc(NC(=O)c2ccc([N+](=O)[O-])s2)cc1C
337,C[C@@H](N)c1ccccc1,O=C(O)/C=C/c1ccccc1,C[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1
338,CC(=O)c1ccc(N)cc1,O=C(O)c1ccc(C(F)(F)F)cn1,CC(=O)c1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cc1
339,NCc1cccc2ccccc12,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)NCc1cccc2ccccc12)c1ccc(CC2CCCC2=O)cc1
340,CCCNC,Cc1cc(C(=O)O)cc(Cl)n1,CCCN(C)C(=O)c1cc(C)nc(Cl)c1
341,Cc1ccc2cccc(N)c2n1,O=C(O)Cc1ccc(C(F)(F)F)cc1,Cc1ccc2cccc(NC(=O)Cc3ccc(C(F)(F)F)cc3)c2n1
342,Cc1ccc(N)c(C)c1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1ccc(NC(=O)c2cc(C)nc(Cl)c2)c(C)c1
343,Nc1ccc2c(c1)OCCO2,O=C(O)Cc1cc(F)cc(F)c1,O=C(Cc1cc(F)cc(F)c1)Nc1ccc2c(c1)OCCO2
344,CNc1ccc(OC)cc1,O=C(O)c1ccc([N+](=O)[O-])s1,COc1ccc(N(C)C(=O)c2ccc([N+](=O)[O-])s2)cc1
345,Cc1ccc(N)c(C)c1,O=C(O)c1ccco1,Cc1ccc(NC(=O)c2ccco2)c(C)c1
346,CSc1cccc(N)c1,O=C(O)c1ccco1,CSc1cccc(NC(=O)c2ccco2)c1
347,COc1ccc(N)cn1,O=C(O)C1C[C@H]1c1ccccc1,COc1ccc(NC(=O)C2C[C@H]2c2ccccc2)cn1
348,Cc1cccc(N)c1C,Cc1c(C(=O)O)oc2ccccc12,Cc1cccc(NC(=O)c2oc3ccccc3c2C)c1C
349,NCc1cccc2ccccc12,O=C(O)c1cnccn1,O=C(NCc1cccc2ccccc12)c1cnccn1
350,NC1CCc2ccccc21,O=C(O)c1ccc2nccnc2c1,O=C(NC1CCc2ccccc21)c1ccc2nccnc2c1
351,COC(=O)c1ccc(N)cc1OC,O=C(O)c1ccc2c(c1)OC(F)(F)O2,COC(=O)c1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1OC
352,NCc1ccc(F)cc1F,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)NCc3ccc(F)cc3F)ccc2n1
353,Cc1ccccc1N,Cc1cc(C(=O)O)cc(Cl)n1,Cc1cc(C(=O)Nc2ccccc2C)cc(Cl)n1
354,CNc1ccc(F)cc1,O=C(O)Cc1cc(F)cc(F)c1,CN(C(=O)Cc1cc(F)cc(F)c1)c1ccc(F)cc1
355,COc1ccc(CN)cc1,CC(C)(C(=O)O)c1ccccc1,COc1ccc(CNC(=O)C(C)(C)c2ccccc2)cc1
356,COc1ccc(N)cn1,O=C(O)c1ccc(C(F)(F)F)cn1,COc1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cn1
357,CC(=O)c1ccc(N)cc1,O=C(O)C1C[C@H]1c1ccccc1,CC(=O)c1ccc(NC(=O)C2C[C@H]2c2ccccc2)cc1
358,Cc1ccc(N)cc1,Cc1cc(C(=O)O)cc(Cl)n1,Cc1ccc(NC(=O)c2cc(C)nc(Cl)c2)cc1
359,CCNC(C)C,Cc1ccc2cc(C(=O)O)ccc2n1,CCN(C(=O)c1ccc2nc(C)ccc2c1)C(C)C
360,NCc1ccc(F)cc1,Cc1ccc(C(=O)O)cc1F,Cc1ccc(C(=O)NCc2ccc(F)cc2)cc1F
361,Nc1ccncc1[N+](=O)[O-],O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)Nc1ccncc1[N+](=O)[O-]
362,Nc1ccc(Cl)cc1,O=C(O)c1ccc(C(F)(F)F)cn1,O=C(Nc1ccc(Cl)cc1)c1ccc(C(F)(F)F)cn1
363,CCNc1cccc(C)c1,O=C(O)c1ccc([N+](=O)[O-])s1,CCN(C(=O)c1ccc([N+](=O)[O-])s1)c1cccc(C)c1
364,CSc1cccc(N)c1,Cc1ccc(C(=O)O)cc1,CSc1cccc(NC(=O)c2ccc(C)cc2)c1
365,NC1CCCCC1,O=C(O)Cc1ccc([N+](=O)[O-])cc1,O=C(Cc1ccc([N+](=O)[O-])cc1)NC1CCCCC1
366,CC(C)Nc1ccccc1,O=C(O)c1ccco1,CC(C)N(C(=O)c1ccco1)c1ccccc1
367,COc1ccc(N)cc1C,O=C(O)c1ccnc(C(F)(F)F)c1,COc1ccc(NC(=O)c2ccnc(C(F)(F)F)c2)cc1C
368,NCc1ccc(F)cc1,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)NCc1ccc(F)cc1
369,NCc1ccc(F)cc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccc(F)cc1
370,COc1ccc(CN)cc1,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,COc1ccc(CNC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)cc1
371,COc1ccc(N)cn1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,COc1ccc(NC(=O)C(C)c2ccc(CC3CCCC3=O)cc2)cn1
372,CCOC(=O)c1cccc(N)c1,O=C(O)c1ccc([N+](=O)[O-])s1,CCOC(=O)c1cccc(NC(=O)c2ccc([N+](=O)[O-])s2)c1
373,CNOC,O=C(O)c1ccccc1,CON(C)C(=O)c1ccccc1
374,COC(=O)c1cc(F)ccc1N,O=C(O)Cc1ccc2c(c1)OCO2,COC(=O)c1cc(F)ccc1NC(=O)Cc1ccc2c(c1)OCO2
375,COc1ccc(CN)cc1,O=C(O)C1(c2ccccc2)CC1,COc1ccc(CNC(=O)C2(c3ccccc3)CC2)cc1
376,Cc1ccccc1N,Cc1ccc(C(=O)O)cc1F,Cc1ccc(C(=O)Nc2ccccc2C)cc1F
377,C1COCCN1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(C(c1ccccc1)c1ccccc1)N1CCOCC1
378,CNc1ccc(F)cc1,O=C(O)c1ccc2nccnc2c1,CN(C(=O)c1ccc2nccnc2c1)c1ccc(F)cc1
379,NCc1cccc2ccccc12,CC(C)(C(=O)O)c1ccccc1,CC(C)(C(=O)NCc1cccc2ccccc12)c1ccccc1
380,CNOC,O=C(O)c1ccc(-c2ccccc2)cc1,CON(C)C(=O)c1ccc(-c2ccccc2)cc1
381,Nc1ccc2scnc2c1,O=C(O)Cc1cc(F)cc(F)c1,O=C(Cc1cc(F)cc(F)c1)Nc1ccc2scnc2c1
382,NCc1ccc2c(c1)OCO2,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,CC(C(=O)NCc1ccc2c(c1)OCO2)c1ccc(CC2CCCC2=O)cc1
383,COc1ccc(N)cc1C,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,COc1ccc(NC(=O)C(C)c2ccc(-c3ccccc3)c(F)c2)cc1C
384,NCc1cccc2ccccc12,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)NCc1cccc2ccccc12
385,COC(=O)c1cc(F)ccc1N,O=C(O)C(c1ccccc1)c1ccccc1,COC(=O)c1cc(F)ccc1NC(=O)C(c1ccccc1)c1ccccc1
386,CCNc1cccc(C)c1,O=C(O)Cc1ccc2c(c1)OCO2,CCN(C(=O)Cc1ccc2c(c1)OCO2)c1cccc(C)c1
387,Cc1ccc2cccc(N)c2n1,O=C(O)c1ccc(Br)s1,Cc1ccc2cccc(NC(=O)c3ccc(Br)s3)c2n1
388,Cc1ccccc1N,O=C(O)c1ccc2nccnc2c1,Cc1ccccc1NC(=O)c1ccc2nccnc2c1
389,Cc1ccc2cccc(N)c2n1,O=C(O)c1ncccn1,Cc1ccc2cccc(NC(=O)c3ncccn3)c2n1
390,COc1ccc(CN)cc1,Cc1cc(C)c(C(=O)O)c(C)c1,COc1ccc(CNC(=O)c2c(C)cc(C)cc2C)cc1
391,Cc1ccc2cccc(N)c2n1,O=C(O)Cc1ccc2c(c1)OCO2,Cc1ccc2cccc(NC(=O)Cc3ccc4c(c3)OCO4)c2n1
392,COc1ccc(N)cc1C,O=C(O)c1cnccn1,COc1ccc(NC(=O)c2cnccn2)cc1C
393,CCOC(=O)c1cccc(N)c1,O=C(O)c1cc2ccccc2s1,CCOC(=O)c1cccc(NC(=O)c2cc3ccccc3s2)c1
394,C[C@H](N)c1cccc2ccccc12,O=C(O)C1Cc2ccccc2C1,CC(NC(=O)C1Cc2ccccc2C1)c1cccc2ccccc12
395,C#Cc1cccc(N)c1,Cc1ccc(C(=O)O)cc1F,C#Cc1cccc(NC(=O)c2ccc(C)c(F)c2)c1
396,COC(=O)c1cc(S(N)(=O)=O)ccc1OC,Cc1ccc(CC(=O)O)cc1,COC(=O)c1cc(S(=O)(=O)NC(=O)Cc2ccc(C)cc2)ccc1OC
397,C1CCNC1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(C(c1ccccc1)c1ccccc1)N1CCCC1
398,NCc1cccc2ccccc12,O=C(O)Cc1cc(F)cc(F)c1,O=C(Cc1cc(F)cc(F)c1)NCc1cccc2ccccc12
399,Cn1c(N)nc2ccccc21,CC(C)(C)c1cc(C(=O)O)cc(C(C)(C)C)c1,Cn1c(NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)nc2ccccc21
400,Cn1c(N)nc2ccccc21,O=C(O)c1ccnc(C(F)(F)F)c1,Cn1c(NC(=O)c2ccnc(C(F)(F)F)c2)nc2ccccc21
401,NCc1ccccc1C(F)(F)F,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccccc1C(F)(F)F
402,CC(C)Nc1ccccc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,CC(C)N(C(=O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2)c1ccccc1
403,NCc1cccc2ccccc12,O=C(O)c1ncccn1,O=C(NCc1cccc2ccccc12)c1ncccn1
404,Cc1ccc(N)c(C)c1,Cc1ccc(C(=O)O)cc1,Cc1ccc(C(=O)Nc2ccc(C)cc2C)cc1
405,Cc1cccc(N)c1C,Cc1ccc(C(=O)O)c2ccccc12,Cc1cccc(NC(=O)c2ccc(C)c3ccccc23)c1C
406,COC(=O)c1ccc(N)cc1OC,Cc1ccc2cc(C(=O)O)ccc2n1,COC(=O)c1ccc(NC(=O)c2ccc3nc(C)ccc3c2)cc1OC
407,COc1ccc(N)cc1C,Cc1ccc(C(=O)O)cc1,COc1ccc(NC(=O)c2ccc(C)cc2)cc1C
408,COc1ccc(N)cc1C,O=C(O)Cc1ccc([N+](=O)[O-])cc1,COc1ccc(NC(=O)Cc2ccc([N+](=O)[O-])cc2)cc1C
409,NCc1ccc2c(c1)OCO2,O=C(O)C1C[C@H]1c1ccccc1,O=C(NCc1ccc2c(c1)OCO2)C1C[C@H]1c1ccccc1
410,Cc1ccc2cccc(N)c2n1,O=C(O)C(c1ccccc1)c1ccccc1,Cc1ccc2cccc(NC(=O)C(c3ccccc3)c3ccccc3)c2n1
411,COc1ccc(N)cn1,O=C(O)c1cc2ccccc2s1,COc1ccc(NC(=O)c2cc3ccccc3s2)cn1
412,CNOC,O=C(O)c1ccc2nccnc2c1,CON(C)C(=O)c1ccc2nccnc2c1
413,Cc1cccc(N)c1C,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)Nc3cccc(C)c3C)ccc2n1
414,CNOC,O=C(O)C1C[C@H]1c1ccccc1,CON(C)C(=O)C1C[C@H]1c1ccccc1
415,Nc1ccc(Cl)cn1,O=C(O)Cc1ccc2c(c1)OCO2,O=C(Cc1ccc2c(c1)OCO2)Nc1ccc(Cl)cn1
416,Cc1ccc2cccc(N)c2n1,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,Cc1ccc2cccc(NC(=O)C(C)c3ccc(CC4CCCC4=O)cc3)c2n1
417,COc1ccc(N)cc1,Cc1cc(C)cc(C(=O)O)c1,COc1ccc(NC(=O)c2cc(C)cc(C)c2)cc1
418,NCc1ccccc1,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C(Cc1ccc2c(c1)C(=O)c1ccccc1CO2)NCc1ccccc1
419,Cc1ccc2cccc(N)c2n1,O=C(O)c1ccc(F)cn1,Cc1ccc2cccc(NC(=O)c3ccc(F)cn3)c2n1
420,Nc1ccc(F)nc1,O=C(O)C(c1ccccc1)c1ccccc1,O=C(Nc1ccc(F)nc1)C(c1ccccc1)c1ccccc1
421,CC(C)Nc1ccccc1,O=C(O)c1ccc(C(F)(F)F)cn1,CC(C)N(C(=O)c1ccc(C(F)(F)F)cn1)c1ccccc1
422,CC(=O)c1ccc(N)cc1,O=C(O)/C=C/c1ccccc1,CC(=O)c1ccc(NC(=O)/C=C/c2ccccc2)cc1
423,CCNc1ccccc1,Cc1ccc2cc(C(=O)O)ccc2n1,CCN(C(=O)c1ccc2nc(C)ccc2c1)c1ccccc1
424,Nc1ccc2nccnc2c1,O=C(O)c1ccnc(C(F)(F)F)c1,O=C(Nc1ccc2nccnc2c1)c1ccnc(C(F)(F)F)c1
425,COc1ccc(N)cc1C,O=C(O)c1cc2ccccc2s1,COc1ccc(NC(=O)c2cc3ccccc3s2)cc1C
426,C1CCNC1,Cc1ccc2cc(C(=O)O)ccc2n1,Cc1ccc2cc(C(=O)N3CCCC3)ccc2n1
427,CNOC,CC1(C)C(C(=O)O)C1(C)C,CON(C)C(=O)C1C(C)(C)C1(C)C
428,CNOC,O=C(O)Cc1ccc(C(F)(F)F)cc1,CON(C)C(=O)Cc1ccc(C(F)(F)F)cc1
429,COC(=O)c1ccc(N)cc1OC,O=C(O)c1ccc(C(F)(F)F)cn1,COC(=O)c1ccc(NC(=O)c2ccc(C(F)(F)F)cn2)cc1OC
430,CSc1cccc(N)c1,CC(C)(C(=O)O)c1ccccc1,CSc1cccc(NC(=O)C(C)(C)c2ccccc2)c1
431,Cc1ccccc1N,Cc1ccc(CC(=O)O)cc1,Cc1ccc(CC(=O)Nc2ccccc2C)cc1
